Address,Baths Full,Baths Half,Beds Total,Sq Ft Total,Postal City,County,DOM,Expiration Date,# of Fireplaces,,HOA Amenities,HOA Exist YN,HOA Fee,Garage Spaces,HOA Phone,No Of Floors,List Price,Listing Date,Acres,Lot Size,Room Count,MLS Number,Original List Date,Original List Price,Parcel Number,Property Type,Longitude,Latitude,State,Status,Status Change Timestamp,Style,View,Year Built,Zip Code,Unit Number,Owner Name,Buyer's Financing,Property Tax,No Of Stories
83 McAllister Street,1,0,0,0,San Francisco,San Francisco,68,10/31/2026 12:00:00 AM,0,,"Club House, Gym/ Exercise Facility, Roof Deck",TRUE,621,0,(415) 401-2000,,359950,06/12/2026 12:00:00 AM,0.172,7498,0,SF426123297,06/12/2026 12:00:00 AM,359950,0351-104,Residential,-122.413234,37.780666,California,Active,06/12/2026 12:00:00 AM,,"City, San Francisco, Downtown",2007,94102,504,,,,0
1400 Mission Street,1,0,1,649,San Francisco,San Francisco,27,12/31/2026 12:00:00 AM,0,,Roof Deck,TRUE,597,0,,,355747,07/23/2026 12:00:00 AM,0.564,24546,0,SF426148007,07/23/2026 12:00:00 AM,355747,3507-A013,Residential,-122.416376,37.775345,California,Active,07/23/2026 12:00:00 AM,Contemporary,,2015,94103,212,,,,0
631 Ofarrell Street,1,0,0,480,San Francisco,San Francisco,19,01/02/2027 12:00:00 AM,0,,"Gym/ Exercise Facility, Roof Deck",TRUE,890,0,,,350000,07/31/2026 12:00:00 AM,0.423,18438,0,SF426150703,07/31/2026 12:00:00 AM,350000,0322-A070,Residential,-122.41518,37.785248,California,Active,07/31/2026 12:00:00 AM,,,1930,94109,715,,,,0
388 Fulton Street,1,0,0,326,San Francisco,San Francisco,782,02/24/2027 12:00:00 AM,0,,,TRUE,501,0,(415) 401-2000,,349617,05/10/2024 12:00:00 AM,0.287,12509,0,SF424031886,05/10/2024 12:00:00 AM,349617,0785-097,Residential,-122.423043,37.7789,California,Active,05/10/2024 12:00:00 AM,,,2016,94102,404,,,,0
395 6th Street,1,0,1,611,San Francisco,San Francisco,42,07/08/2027 12:00:00 AM,0,,"Barbecue Area, Roof Deck",TRUE,560,0,,,349000,07/08/2026 12:00:00 AM,,0,0,SF426145693,07/08/2026 12:00:00 AM,349000,3753-148,Residential,-122.40412,37.777528,California,Active,07/08/2026 12:00:00 AM,"Contemporary, Modern/High Tech",,2025,94107,BE9,,,,0
74 New Montgomery Street,1,0,1,672,San Francisco,San Francisco,106,05/05/2027 12:00:00 AM,0,,"Barbecue Area, Roof Deck",TRUE,1170,0,(415) 227-9472,,345950,05/05/2026 12:00:00 AM,0.41,17865,0,SF426122432,05/05/2026 12:00:00 AM,345950,3707-087,Residential,-122.401154,37.787617,California,Active,05/05/2026 12:00:00 AM,,,1914,94105,303,,,,0
285 Main Street,1,0,2,805,San Francisco,San Francisco,183,12/31/2026 12:00:00 AM,0,,"Club House, Gym/ Exercise Facility, Barbecue Area, Roof Deck, Dog Park",TRUE,925,0,,,330641,02/17/2026 12:00:00 AM,,0,0,SF426104524,02/17/2026 12:00:00 AM,330641,69,Residential,-122.39197,37.789673,California,Active,02/17/2026 12:00:00 AM,,,0,94105,202,,,,0
1 Federal Street,1,0,0,896,San Francisco,San Francisco,7,12/31/2026 12:00:00 AM,0,,"Garden/ Greenbelt/ Trails, Gym/ Exercise Facility",TRUE,969,0,,,327659,08/12/2026 12:00:00 AM,0.515,22441,0,SF426151490,08/12/2026 12:00:00 AM,327659,3774-211,Residential,-122.390806,37.784147,California,Active,08/12/2026 12:00:00 AM,Contemporary,,2003,94107,20,,,,0
631 Ofarrell Street,1,0,0,520,San Francisco,San Francisco,146,09/20/2026 12:00:00 AM,0,,,TRUE,797,0,,,325000,03/26/2026 12:00:00 AM,0.423,18438,0,SF426114862,03/26/2026 12:00:00 AM,349000,0322-A030,Residential,-122.41518,37.785248,California,Active,03/26/2026 12:00:00 AM,,,1930,94109,414,,,,0
555 Fulton Street,1,0,1,491,San Francisco,San Francisco,225,11/03/2026 12:00:00 AM,0,,,TRUE,703,0,,,321536,01/06/2026 12:00:00 AM,1.016,44250,0,SF426093503,01/06/2026 12:00:00 AM,321536,0794-072,Residential,-122.426109,37.778158,California,Active,01/06/2026 12:00:00 AM,,,2020,94102,209,,,,0
335 Berry Street,1,0,1,609,San Francisco,San Francisco,22,05/14/2027 12:00:00 AM,0,,Garden/ Greenbelt/ Trails,TRUE,840,0,,,307450,07/28/2026 12:00:00 AM,0.667,29040,0,SF426150210,07/28/2026 12:00:00 AM,307450,8707-163,Residential,-122.396242,37.773082,California,Active,07/28/2026 12:00:00 AM,,"River/Stream, Water",2009,94158,407,,,,0
574 Natoma Street,1,0,0,329,San Francisco,San Francisco,,11/21/2026 12:00:00 AM,0,,Roof Deck,TRUE,332,0,,,299000,11/01/2026 12:00:00 AM,0.042,1816,0,SF426145730,11/01/2026 12:00:00 AM,299000,3726-199,Residential,-122.409447,37.779007,California,Active,11/01/2026 12:00:00 AM,Contemporary,,2012,94103,401,,,,4
395 6th Street,1,0,0,385,San Francisco,San Francisco,42,07/08/2027 12:00:00 AM,0,,"Barbecue Area, Roof Deck",TRUE,528,0,,,299000,07/08/2026 12:00:00 AM,,0,0,SF426145681,07/08/2026 12:00:00 AM,299000,3753-148,Residential,-122.40412,37.777528,California,Active,07/08/2026 12:00:00 AM,"Contemporary, Modern/High Tech",,2025,94107,ST1,,,,0
8 Octavia Boulevard,1,0,0,385,San Francisco,San Francisco,211,12/01/2026 12:00:00 AM,0,,Roof Deck,TRUE,757,0,,,295000,01/20/2026 12:00:00 AM,0.286,12456,0,SF425092925,01/20/2026 12:00:00 AM,377440,0855-069,Residential,-122.424023,37.773892,California,Active,01/20/2026 12:00:00 AM,Contemporary,,2014,94102,407,,,,0
285 Main Street,1,0,1,591,San Francisco,San Francisco,183,12/31/2026 12:00:00 AM,0,,"Club House, Gym/ Exercise Facility, Barbecue Area, Roof Deck, Dog Park",TRUE,807,0,,,291719,02/17/2026 12:00:00 AM,,0,0,SF426104541,02/17/2026 12:00:00 AM,291719,161,Residential,-122.39197,37.789673,California,Active,02/17/2026 12:00:00 AM,,,0,94105,510,,,,0
400 Grove Street,1,0,0,427,San Francisco,San Francisco,62,03/19/2028 12:00:00 AM,0,,"Barbecue Area, Roof Deck",TRUE,1006,0,,,276705,06/18/2026 12:00:00 AM,0.259,11271,0,SF426136794,06/18/2026 12:00:00 AM,263829,0793-125,Residential,-122.423536,37.777985,California,Active,06/18/2026 12:00:00 AM,,,2015,94102,305,,,,0
1075 Market Street,1,0,0,445,San Francisco,San Francisco,1303,03/09/2027 12:00:00 AM,0,,"Barbecue Area, Roof Deck, Dog Park, Dog Run",TRUE,625,0,(415) 787-7874,,238888,01/04/2023 12:00:00 AM,0.282,12286,0,SF422711389,01/04/2023 12:00:00 AM,303265,3703-291,Residential,-122.411736,37.780815,California,Active,01/04/2023 12:00:00 AM,Modern/High Tech,"City, City Lights",2018,94103,503,,,,0
750 Van Ness Avenue,1,0,0,395,San Francisco,San Francisco,115,12/31/2026 12:00:00 AM,0,,"Barbecue Area, Roof Deck",TRUE,755,0,,,199000,04/26/2026 12:00:00 AM,0.358,15582,0,SF426125227,04/26/2026 12:00:00 AM,225000,0742-036,Residential,-122.420329,37.782439,California,Active,04/26/2026 12:00:00 AM,Contemporary,,2008,94102,204,,,,0
900 Point Street,2,0,2,,San Francisco,San Francisco,55,12/15/2026 12:00:00 AM,,,"Elevator(s), Other, Concierge",TRUE,,,,,40000,06/25/2026 12:00:00 AM,,,0,TM26852627,,55000,UNAVAILABLE,Residential,-122.423012,37.805832,,Active,,Other,"Bay, City, Ocean, Water",,94109,632,,,,4
